CODIGO_CONTABLE,NOMBRE_CUENTA,TIPO,GRUPO,PADRE JULIAN LORENTE LTDA,
1426,Cartera de crédito de consumo que no devenga intereses,1,4,482147.55,
142605,De 1 a 30 días,,,53137.33,
142610,De 31 a 90 días,1,6,30157.67,
142615,De 91 a 180 días,1,6,43884.81,
142620,De 181 a 360 días,1,6,79714.63,
142625,De más de 360 días,1,6,275253.11,
1427,Cartera de crédito inmobiliario que no devenga intereses,1,4,46279.01,
142705,De 1 a 30 días,,,365.41,
142710,De 31 a 90 días,1,6,174.32,
142715,De 91 a 180 días,1,6,260.56,
142720,De 181 a 360 días,1,6,579.71,
142725,De más de 360 días,1,6,44899.01,
1428,Cartera de microcrédito que no devenga intereses,1,4,1041485.26,
142805,De 1 a 30 días,,,105622.91,
142810,De 31 a 90 días,1,6,64175.91,
142815,De 91 a 180 días,1,6,92397.87,
142820,De 181 a 360 días,1,6,164458.29,
142825,De más de 360 días,1,6,614830.28,
1432,Cartera de crédito de vivienda de interés social y público que no devenga intereses,1,4,0,
143205,De 1 a 30 días,,,0,
143210,De 31 a 90 días,1,6,0,
143215,De 91 a 180 días,1,6,0,
143220,De 181 a 360 días,1,6,0,
143225,De más de 360 días,1,6,0,
1433,Cartera de crédito productivo refinanciada que no devenga intereses,1,4,0,
143305,De 1 a 30 días,,,0,
143310,De 31 a 90 días,1,6,0,
143315,De 91 a 180 días,1,6,0,
143320,De 181 a 360 días,1,6,0,
143325,De más de 360 días,1,6,0,
1434,Cartera de crédito de consumo refinanciada que no devenga intereses,1,4,60791.87,
143405,De 1 a 30 días,,,3159.04,
143410,De 31 a 90 días,1,6,1927.69,
143415,De 91 a 180 días,1,6,3761.25,
143420,De 181 a 360 días,1,6,7579.72,
143425,De más de 360 días,1,6,44364.17,
1435,Cartera de crédito inmobiliario refinanciada que no devenga intereses,1,4,0,
143505,De 1 a 30 días,,,0,
143510,De 31 a 90 días,1,6,0,
143515,De 91 a 180 días,1,6,0,
143520,De 181 a 360 días,1,6,0,
143525,De más de 360 días,1,6,0,
1436,Cartera microcrédito refinanciada que no devenga intereses,1,4,20859.35,
143605,De 1 a 30 días,,,1150.57,
143610,De 31 a 90 días,1,6,531.17,
143615,De 91 a 180 días,1,6,973.09,
143620,De 181 a 360 días,1,6,2409.27,
143625,De más de 360 días,1,6,15795.25,
1440,Cartera de crédito de vivienda de interés social y público refinanciada que no devenga intereses,1,4,0,
144005,De 1 a 30 días,,,0,
144010,De 31 a 90 días,1,6,0,
144015,De 91 a 180 días,1,6,0,
144020,De 181 a 360 días,1,6,0,
144025,De más de 360 días,1,6,0,
1441,Cartera de crédito productivo reestructurada que no devenga intereses,1,4,0,
144105,De 1 a 30 días,,,0,
144110,De 31 a 90 días,1,6,0,
144115,De 91 a 180 días,1,6,0,
144120,De 181 a 360 días,1,6,0,
144125,De más de 360 días,1,6,0,
1442,Cartera de crédito de consumo reestructurada que no devenga intereses,1,4,0,
144205,De 1 a 30 días,,,0,
144210,De 31 a 90 días,1,6,0,
144215,De 91 a 180 días,1,6,0,
144220,De 181 a 360 días,1,6,0,
144225,De más de 360 días,1,6,0,
1443,Cartera de crédito inmobiliario reestructurada que no devenga intereses,1,4,0,
144305,De 1 a 30 días,,,0,
144310,De 31 a 90 días,1,6,0,
144315,De 91 a 180 días,1,6,0,
144320,De 181 a 360 días,1,6,0,
144325,De más de 360 días,1,6,0,
1444,Cartera microcrédito reestructurada que no devenga intereses,1,4,2642.4,
144405,De 1 a 30 días,,,82.3,
144410,De 31 a 90 días,1,6,27.42,
144415,De 91 a 180 días,1,6,86.2,
144420,De 181 a 360 días,1,6,188.78,
144425,De más de 360 días,1,6,2257.7,
1448,Cartera de crédito de vivienda de interés social y público reestructurada que no devenga intereses,1,4,0,
144805,De 1 a 30 días,,,0,
144810,De 31 a 90 días,1,6,0,
144815,De 91 a 180 días,1,6,0,
144820,De 181 a 360 días,1,6,0,
144825,De más de 360 días,1,6,0,
1449,Cartera de crédito productivo vencida,1,4,5,
144905,De 1 a 30 días,,,0,
144910,De 31 a 90 días,1,6,0,
144915,De 91 a 180 días,1,6,0,
144920,De 181 a 360 días,1,6,0,
144925,De más de 360 días,1,6,5,
1450,Cartera de crédito de consumo vencida,1,4,135952.7,
145005,De 1 a 30 días,,,1,
145010,De 31 a 90 días,1,6,17224.3,
145015,De 91 a 180 días,1,6,32811.75,
145020,De 181 a 270 días,1,6,21297.05,
145025,De más de 270 días,1,6,64618.6,
1451,Cartera de crédito inmobiliario vencida,1,4,633.38,
145105,De 1 a 30 días,,,0,
145110,De 31 a 90 días,1,6,0,
145115,De 91 a 270 días,1,6,475.03,
145120,De 271 a 360 días,1,6,157.35,
145125,De 361 a 720 días,1,6,0,
145130,De más de 720 días,1,6,1,
1452,Cartera de microcrédito vencida,1,4,411550.99,
145205,De 1 a 30 días,,,0,
145210,De 31 a 90 días,1,6,39210.16,
145215,De 91 a 180 días,1,6,84388.78,
145220,De 181 a 360 días,1,6,115246.42,
145225,De más de 360 días,1,6,172705.63,
1456,Cartera de crédito de vivienda de interés social y público vencida,1,4,0,
145605,De 1 a 30 días,,,0,
145610,De 31 a 90 días,1,6,0,
145615,De 91 a 270 días,1,6,0,
145620,De 271 a 360 días,1,6,0,
145625,De 361 a 720 días,1,6,0,
145630,De más de 720 días,1,6,0,
1457,Cartera de crédito productivo refinanciada vencida,1,4,0,
145705,De 1 a 30 días,,,0,
145710,De 31 a 90 días,1,6,0,
145715,De 91 a 180 días,1,6,0,
145720,De 181 a 360 días,1,6,0,
145725,De más de 360 días,1,6,0,
1458,Cartera de crédito de consumo refinanciada vencida,1,4,8618.99,
145805,De 1 a 30 días,,,0,
145810,De 31 a 90 días,1,6,1563.83,
145815,De 91 a 180 días,1,6,2055.4,
145820,De 181 a 270 días,1,6,2459.28,
145825,De más de 270 días,1,6,2540.48,
1459,Cartera de crédito inmobiliario refinanciada vencida,1,4,0,
145905,De 1 a 30 días,,,0,
145910,De 31 a 90 días,1,6,0,
145915,De 91 a 270 días,1,6,0,
145920,De 271 a 360 días,1,6,0,
145925,De 361 a 720 días,1,6,0,
145930,De más de 720 días,1,6,0,
1460,Cartera de microcrédito refinanciada vencida,1,4,2502.58,
146005,De 1 a 30 días,,,0,
146010,De 31 a 90 días,1,6,238.42,
146015,De 91 a 180 días,1,6,988.17,
146020,De 181 a 360 días,1,6,847.62,
146025,De más de 360 días,1,6,428.37,
1464,Cartera de crédito de vivienda de interés social y público refinanciada vencida,1,4,0,
146405,De 1 a 30 días,,,0,
146410,De 31 a 90 días,1,6,0,
146415,De 91 a 270 días,1,6,0,
146420,De 271 a 360 días,1,6,0,
146425,De 361 a 720 días,1,6,0,
146430,De más de 720 días,1,6,0,
1465,Cartera de crédito productivo reestructurada vencida,1,4,1,
146505,De 1 a 30 días,,,0,
146510,De 31 a 90 días,1,6,0,
146515,De 91 a 180 días,1,6,0,
146520,De 181 a 360 días,1,6,0,
146525,De más de 360 días,1,6,1,
1466,Cartera de crédito de consumo reestructurada vencida,1,4,3,
146605,De 1 a 30 días,,,0,
146610,De 31 a 90 días,1,6,0,
146615,De 91 a 180 días,1,6,0,
146620,De 181 a 270 días,1,6,0,
146625,De más de 270 días,1,6,3,
1467,Cartera de crédito inmobiliario reestructurada vencida,1,4,0,
146705,De 1 a 30 días,,,0,
146710,De 31 a 90 días,1,6,0,
146715,De 91 a 270 días,1,6,0,
146720,De 271 a 360 días,1,6,0,
146725,De 361 a 720 días,1,6,0,
146730,De más de 720 días,1,6,0,
1468,Cartera de microcrédito reestructurada vencida,1,4,80.92,
146805,De 1 a 30 días,,,0,
146810,De 31 a 90 días,1,6,25.7,
146815,De 91 a 180 días,1,6,54.22,
146820,De 181 a 360 días,1,6,0,
146825,De más de 360 días,1,6,1,
1472,Cartera de crédito de vivienda de interés social y público reestructurada vencida,1,4,0,
147205,De 1 a 30 días,,,0,
147210,De 31 a 90 días,1,6,0,
147215,De 91 a 270 días,1,6,0,
147220,De 271 a 360 días,1,6,0,
147225,De 361 a 720 días,1,6,0,
147230,De más de 720 días,1,6,0,
1473,Cartera de crédito educativo por vencer,1,4,0,
147305,De 1 a 30 días,,,0,
147310,De 31 a 90 días,1,6,0,
147315,De 91 a 180 días,1,6,0,
147320,De 181 a 360 días,1,6,0,
147325,De más de 360 días,1,6,0,
1475,Cartera de crédito educativo refinanciada por vencer,1,4,0,
147505,De 1 a 30 días,,,0,
147510,De 31 a 90 días,1,6,0,
147515,De 91 a 180 días,1,6,0,
147520,De 181 a 360 días,1,6,0,
147525,De más de 360 días,1,6,0,
1477,Cartera de crédito educativo reestructurada por vencer,1,4,0,
147705,De 1 a 30 días,,,0,
147710,De 31 a 90 días,1,6,0,
147715,De 91 a 180 días,1,6,0,
147720,De 181 a 360 días,1,6,0,
147725,De más de 360 días,1,6,0,
1479,Cartera de crédito educativo que no devenga intereses,1,4,0,
147905,De 1 a 30 días,,,0,
147910,De 31 a 90 días,1,6,0,
147915,De 91 a 180 días,1,6,0,
147920,De 181 a 360 días,1,6,0,
147925,De más de 360 días,1,6,0,
1481,Cartera de crédito educativo refinanciada que no devenga intereses,1,4,0,
148105,De 1 a 30 días,,,0,
148110,De 31 a 90 días,1,6,0,
148115,De 91 a 180 días,1,6,0,
148120,De 181 a 360 días,1,6,0,
148125,De más de 360 días,1,6,0,
1483,Cartera de crédito educativo reestructurada que no devenga intereses,1,4,0,
148305,De 1 a 30 días,,,0,
148310,De 31 a 90 días,1,6,0,
148315,De 91 a 180 días,1,6,0,
148320,De 181 a 360 días,1,6,0,
148325,De más de 360 días,1,6,0,
1485,Cartera de crédito educativo vencida,1,4,0,
148505,De 1 a 30 días,,,0,
148510,De 31 a 90 días,1,6,0,
148515,De 91 a 180 días,1,6,0,
148520,De 181 a 360 días,1,6,0,
148525,De más de 360 días,1,6,0,
1487,Cartera de crédito educativo refinanciada vencida,1,4,0,
148705,De 1 a 30 días,,,0,
148710,De 31 a 90 días,1,6,0,
148715,De 91 a 180 días,1,6,0,
148720,De 181 a 360 días,1,6,0,
148725,De más de 360 días,1,6,0,
1489,Cartera de crédito educativo reestructurada vencida,1,4,0,
148905,De 1 a 30 días,,,0,
148910,De 31 a 90 días,1,6,0,
148915,De 91 a 180 días,1,6,0,
148920,De 181 a 360 días,1,6,0,
148925,De más de 360 días,1,6,0,
1499,(Provisiones para créditos incobrables),1,4,-4041969.19,
149905,(Cartera de crédito productivo),1,6,-765.31,
149910,(Cartera de crédito de consumo),1,6,-701613.48,
149915,(Cartera de crédito inmobiliario),1,6,-32817.09,
149920,(Cartera de microcréditos),1,6,-1259863.28,
149940,(Cartera de crédito de vivienda de interés social y público ),1,6,0,
149945,(Cartera de créditos refinanciada),1,6,0,
149950,(Cartera de créditos reestructurada),1,6,-62777.25,
149955,(Cartera de créditos educativo),1,6,0,
149980,(Provisión genérica por tecnología crediticia),1,6,-377845.73,
149985,(Provisión anticíclica),1,6,0,
149987,(Provisiones no reversadas por requerimiento normativo),1,6,0,
149989,(Provisión genérica voluntaria),1,6,-1606287.05,
15,DEUDORES POR ACEPTACIÓN,1,2,0,
1501,Dentro del plazo,1,4,0,
150105,Dentro del plazo,1,6,0,
1502,Después del plazo,1,4,0,
150205,Después del plazo,1,6,0,
16,CUENTAS POR COBRAR,1,2,2121291.92,
1601,Intereses por cobrar de operaciones interfinancieras,1,4,0,
160105,Interfinancieras vendidas,1,6,0,
160110,Operaciones de reporto con instituciones financieras,1,6,0,
1602,Intereses por cobrar inversiones,1,4,108481.86,
160205,A valor razonable con cambios en el estado de resultados,1,6,0,
160210,Disponibles para la venta,1,6,0,
160215,Mantenidas hasta el vencimiento,1,6,108481.86,
160220,De disponibilidad restringida,1,6,0,
1603,Intereses por cobrar de cartera de créditos,1,4,1785901.66,
160305,Cartera de crédito productivo,1,6,2826.45,
160310,Cartera de crédito de consumo,1,6,734519.12,
160315,Cartera de crédito inmobiliario,1,6,125737.21,
160320,Cartera de microcrédito,1,6,530699.35,
160340,Cartera de crédito de vivienda de interés social y público,1,6,0,
160341,Cartera de crédito educativo,1,6,0,
160345,Cartera de créditos refinanciada,1,6,4362.05,
160350,Cartera de créditos reestructurada,1,6,387757.48,
1604,Otros intereses por cobrar,1,4,0,
1605,Comisiones por cobrar,1,4,0,
160505,CARTERA DE CRÉDITOS,1,6,0,
160510,DEUDORES POR ACEPTACIÓN,1,6,0,
160515,Operaciones contingentes,1,6,0,
160590,Otras,1,6,0,
1606,Rendimientos por cobrar de fideicomisos mercantiles,1,4,0,
1609,Garantías pagadas pendientes de recuperación,1,4,0,
160905,Créditos productivos,1,6,0,
160910,Microcréditos,1,6,0,
160990,Contingentes,1,6,0,
1611,Anticipo para adquisición de acciones,1,4,0,
1612,Inversiones vencidas,1,4,0,
1614,Pagos por cuenta de socios,1,4,284221.63,
161405,Intereses,1,6,101631.53,
161410,Comisiones,1,6,0,
161415,Gastos por operaciones contingentes,1,6,0,
161420,Seguros,1,6,0,
161425,Impuestos,1,6,3132.73,
161430,Gastos judiciales,1,6,41152.87,
161490,Otros,1,6,138304.5,
1615,Intereses reestructurados por cobrar,1,4,0,
161505,Intereses de cartera de crédito productivo,1,6,0,
161510,Intereses de cartera de crédito de consumo,1,6,0,
161515,Intereses de cartera de crédito inmobiliario,1,6,0,
161520,Intereses de cartera de microcrédito,1,6,0,
161540,Intereses de cartera de crédito de vivienda de interés social y público,1,6,0,
161545,Intereses de cartera de crédito educativo,1,6,0,
1617,Subsidios por cobrar,1,4,0,
1619,Cuentas por cobrar por cartera de vivienda vendida al fideicomiso de titularización,1,4,0,
1690,Cuentas por cobrar varias,1,4,314067.82,
169005,Anticipos al personal,1,6,33430.64,
169010,Préstamos de fondo de reserva,1,6,0,
169015,Cheques protestados y rechazados,1,6,0,
169020,Arrendamientos,1,6,0,
169025,Establecimientos afiliados,1,6,0,
169030,Por venta de bienes y acciones,1,6,0,
169035,Juicios ejecutivos en proceso,1,6,0,
169040,Emisión y renovación de tarjetas de crédito,1,6,0,
169090,Otras,1,6,280637.18,
1699,(Provisión para cuentas por cobrar),1,4,-371381.05,
169905,(Provisión para intereses y comisiones por cobrar),1,6,-51791.12,
169910,(Provisión para otras cuentas por cobrar),1,6,-319589.93,
169915,(Provisiones para garantías pagadas),1,6,0,
17,"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",1,2,611599.52,
1702,Bienes adjudicados por pago,1,4,0,
170205,Terrenos,1,6,0,
170210,Edificios y otros locales,1,6,0,
170215,"Mobiliario, maquinaria y equipo",1,6,0,
170220,Unidades de transporte,1,6,0,
170225,Derechos fiduciarios,1,6,0,
170230,Otros títulos valores,1,6,0,
170235,Mercaderías,1,6,0,
170250,CARTERA DE CRÉDITOS,1,6,0,
170290,Otros,1,6,0,
1705,Bienes arrendados,1,4,0,
170505,Inmuebles,1,6,0,
170510,"Muebles, enseres y equipos de oficina",1,6,0,
170515,Equipos de computación,1,6,0,
170520,Unidades de transporte,1,6,0,
170590,Otros,1,6,0,
170599,(Depreciación de bienes arrendados),1,6,0,
1706,Bienes no utilizados por la institución,1,4,611599.52,
170605,Terrenos,1,6,611599.52,
170610,Edificios,1,6,0,
170615,Otros locales,1,6,0,
170620,Remodelaciones en curso,1,6,0,
170690,Otros,1,6,0,
170699,(Depreciación de bienes no utilizados por la institución),1,6,0,
1799,"(Provisión para bienes realizables, adjudicados por pago y recuperados)",1,4,0,
179910,(Provisión para bienes adjudicados),1,6,0,
179915,(Provisión por deterioro para bienes no utilizados por la institución),1,6,0,
18,PROPIEDADES Y EQUIPO,1,2,3275366.1,
1801,Terrenos,1,4,1185400.74,
1802,Edificios,1,4,743657.76,
1803,Construcciones y remodelaciones en curso,1,4,403888.64,
1804,Otros locales,1,4,0,
1805,"Muebles, enseres y equipos de oficina",1,4,526603.6,
1806,Equipos de computación,1,4,812060.19,
1807,Unidades de transporte,1,4,86275.4,
1808,Equipos de construcción,1,4,0,
1890,Otros,1,4,1267535.73,
1899,(Depreciación acumulada),1,4,-1750055.96,
189905,(Edificios),1,6,-56057.19,
189910,(Otros locales),1,6,0,
189915,"(Muebles, enseres y equipos de oficina)",1,6,-286500.21,
189920,(Equipos de computación),1,6,-696316.55,
189925,(Unidades de transporte),1,6,-69840.32,
189930,(Equipos de construcción),1,6,0,
189940,(Otros),1,6,-641341.69,
19,OTROS ACTIVOS,1,2,7839084.89,
1901,Inversiones en acciones y participaciones,1,4,184213.18,
190105,En subsidiarias y afiliadas,1,6,0,
190110,En otras instituciones financieras,1,6,0,
190115,En compañías,1,6,0,
190120,En compañías de servicios auxiliares del sistema financiero,1,6,0,
190125,En otros organismos de integración cooperativa,1,6,184213.18,
190130,Inversiones no financieras,1,6,0,
1902,Derechos fiduciarios,1,4,6074028.88,
190205,INVERSIONES,1,6,0,
190210,Cartera de créditos por vencer,1,6,3649662.64,
190215,Cartera de créditos refinanciada por vencer,1,6,0,
190220,Cartera de créditos reestructurada por vencer,1,6,0,
190221,Cartera de créditos que no devenga intereses,1,6,0,
190225,Cartera de créditos refinanciada que no devenga intereses,1,6,0,
190226,Cartera de créditos reestructurada que no devenga intereses,1,6,0,
190230,Cartera de créditos vencida,1,6,0,
190231,Cartera de créditos refinanciada vencida,1,6,0,
190235,Cartera de créditos reestructurada vencida,1,6,0,
190240,DEUDORES POR ACEPTACIÓN,1,6,0,
190245,CUENTAS POR COBRAR,1,6,0,
190255,Bienes adjudicados por pago,1,6,0,
190265,Bienes no utilizados por la institución,1,6,0,
190270,PROPIEDADES Y EQUIPO,1,6,0,
190275,OTROS ACTIVOS,1,6,0,
190280,Inversiones en acciones y participaciones,1,6,0,
190285,FONDOS DISPONIBLES,1,6,5000,
190286,Fondos de liquidez,1,6,2419366.24,
1904,Gastos y pagos anticipados,1,4,472167.41,
190405,Intereses,1,6,0,
190410,Anticipos a terceros,1,6,170387.66,
190490,Otros,1,6,301779.75,
190499,(Amortización de gastos anticipados),1,6,0,
1905,Gastos diferidos,1,4,1046253.15,
190505,Gastos de constitución y organización,1,6,0,
190510,Gastos de instalación,1,6,577.5,
190515,Estudios,1,6,0,
190520,Programas de computación,1,6,796060.19,
