CODIGO_CONTABLE,NOMBRE_CUENTA,TIPO,GRUPO,PADRE JULIAN LORENTE LTDA,
1419,Cartera de crédito inmobiliario reestructurada por vencer,1,4,0,
141905,De 1 a 30 días,,,0,
141910,De 31 a 90 días,1,6,0,
141915,De 91 a 180 días,1,6,0,
141920,De 181 a 360 días,1,6,0,
141925,De más de 360 días,1,6,0,
1420,Cartera de microcrédito reestructurada por vencer,1,4,22375.41,
142005,De 1 a 30 días,,,242.15,
142010,De 31 a 90 días,1,6,507.5,
142015,De 91 a 180 días,1,6,614.25,
142020,De 181 a 360 días,1,6,1172.7,
142025,De más de 360 días,1,6,19838.81,
1424,Cartera de crédito de vivienda de interés social y público reestructurada por vencer,1,4,0,
142405,De 1 a 30 días,,,0,
142410,De 31 a 90 días,1,6,0,
142415,De 91 a 180 días,1,6,0,
142420,De 181 a 360 días,1,6,0,
142425,De más de 360 días,1,6,0,
1425,Cartera de crédito productivo que no devenga intereses,1,4,0,
142505,De 1 a 30 días,,,0,
142510,De 31 a 90 días,1,6,0,
142515,De 91 a 180 días,1,6,0,
142520,De 181 a 360 días,1,6,0,
142525,De más de 360 días,1,6,0,
1426,Cartera de crédito de consumo que no devenga intereses,1,4,660265.35,
142605,De 1 a 30 días,,,67220.77,
142610,De 31 a 90 días,1,6,39757.92,
142615,De 91 a 180 días,1,6,60335.36,
142620,De 181 a 360 días,1,6,106441.68,
142625,De más de 360 días,1,6,386509.62,
1427,Cartera de crédito inmobiliario que no devenga intereses,1,4,45993.3,
142705,De 1 a 30 días,,,335.91,
142710,De 31 a 90 días,1,6,178.67,
142715,De 91 a 180 días,1,6,267.4,
142720,De 181 a 360 días,1,6,594.51,
142725,De más de 360 días,1,6,44616.81,
1428,Cartera de microcrédito que no devenga intereses,1,4,1146701.85,
142805,De 1 a 30 días,,,130262.73,
142810,De 31 a 90 días,1,6,76653.16,
142815,De 91 a 180 días,1,6,107274.57,
142820,De 181 a 360 días,1,6,188969.42,
142825,De más de 360 días,1,6,643541.97,
1432,Cartera de crédito de vivienda de interés social y público que no devenga intereses,1,4,0,
143205,De 1 a 30 días,,,0,
143210,De 31 a 90 días,1,6,0,
143215,De 91 a 180 días,1,6,0,
143220,De 181 a 360 días,1,6,0,
143225,De más de 360 días,1,6,0,
1433,Cartera de crédito productivo refinanciada que no devenga intereses,1,4,0,
143305,De 1 a 30 días,,,0,
143310,De 31 a 90 días,1,6,0,
143315,De 91 a 180 días,1,6,0,
143320,De 181 a 360 días,1,6,0,
143325,De más de 360 días,1,6,0,
1434,Cartera de crédito de consumo refinanciada que no devenga intereses,1,4,51468.25,
143405,De 1 a 30 días,,,3105.68,
143410,De 31 a 90 días,1,6,1997.79,
143415,De 91 a 180 días,1,6,3298.72,
143420,De 181 a 360 días,1,6,7033.64,
143425,De más de 360 días,1,6,36032.42,
1435,Cartera de crédito inmobiliario refinanciada que no devenga intereses,1,4,0,
143505,De 1 a 30 días,,,0,
143510,De 31 a 90 días,1,6,0,
143515,De 91 a 180 días,1,6,0,
143520,De 181 a 360 días,1,6,0,
143525,De más de 360 días,1,6,0,
1436,Cartera microcrédito refinanciada que no devenga intereses,1,4,23030.65,
143605,De 1 a 30 días,,,1638.64,
143610,De 31 a 90 días,1,6,803.99,
143615,De 91 a 180 días,1,6,1993.12,
143620,De 181 a 360 días,1,6,4101.78,
143625,De más de 360 días,1,6,14493.12,
1440,Cartera de crédito de vivienda de interés social y público refinanciada que no devenga intereses,1,4,0,
144005,De 1 a 30 días,,,0,
144010,De 31 a 90 días,1,6,0,
144015,De 91 a 180 días,1,6,0,
144020,De 181 a 360 días,1,6,0,
144025,De más de 360 días,1,6,0,
1441,Cartera de crédito productivo reestructurada que no devenga intereses,1,4,0,
144105,De 1 a 30 días,,,0,
144110,De 31 a 90 días,1,6,0,
144115,De 91 a 180 días,1,6,0,
144120,De 181 a 360 días,1,6,0,
144125,De más de 360 días,1,6,0,
1442,Cartera de crédito de consumo reestructurada que no devenga intereses,1,4,0,
144205,De 1 a 30 días,,,0,
144210,De 31 a 90 días,1,6,0,
144215,De 91 a 180 días,1,6,0,
144220,De 181 a 360 días,1,6,0,
144225,De más de 360 días,1,6,0,
1443,Cartera de crédito inmobiliario reestructurada que no devenga intereses,1,4,0,
144305,De 1 a 30 días,,,0,
144310,De 31 a 90 días,1,6,0,
144315,De 91 a 180 días,1,6,0,
144320,De 181 a 360 días,1,6,0,
144325,De más de 360 días,1,6,0,
1444,Cartera microcrédito reestructurada que no devenga intereses,1,4,15916.24,
144405,De 1 a 30 días,,,204.84,
144410,De 31 a 90 días,1,6,114.36,
144415,De 91 a 180 días,1,6,220.51,
144420,De 181 a 360 días,1,6,499.55,
144425,De más de 360 días,1,6,14876.98,
1448,Cartera de crédito de vivienda de interés social y público reestructurada que no devenga intereses,1,4,0,
144805,De 1 a 30 días,,,0,
144810,De 31 a 90 días,1,6,0,
144815,De 91 a 180 días,1,6,0,
144820,De 181 a 360 días,1,6,0,
144825,De más de 360 días,1,6,0,
1449,Cartera de crédito productivo vencida,1,4,5,
144905,De 1 a 30 días,,,0,
144910,De 31 a 90 días,1,6,0,
144915,De 91 a 180 días,1,6,0,
144920,De 181 a 360 días,1,6,0,
144925,De más de 360 días,1,6,5,
1450,Cartera de crédito de consumo vencida,1,4,162498.32,
145005,De 1 a 30 días,,,1,
145010,De 31 a 90 días,1,6,24829.07,
145015,De 91 a 180 días,1,6,34037.53,
145020,De 181 a 270 días,1,6,26301.19,
145025,De más de 270 días,1,6,77329.53,
1451,Cartera de crédito inmobiliario vencida,1,4,919.09,
145105,De 1 a 30 días,,,0,
145110,De 31 a 90 días,1,6,0,
145115,De 91 a 270 días,1,6,526.31,
145120,De 271 a 360 días,1,6,234.43,
145125,De 361 a 720 días,1,6,157.35,
145130,De más de 720 días,1,6,1,
1452,Cartera de microcrédito vencida,1,4,452446.34,
145205,De 1 a 30 días,,,0,
145210,De 31 a 90 días,1,6,45606.65,
145215,De 91 a 180 días,1,6,90502.51,
145220,De 181 a 360 días,1,6,131858.92,
145225,De más de 360 días,1,6,184478.26,
1456,Cartera de crédito de vivienda de interés social y público vencida,1,4,0,
145605,De 1 a 30 días,,,0,
145610,De 31 a 90 días,1,6,0,
145615,De 91 a 270 días,1,6,0,
145620,De 271 a 360 días,1,6,0,
145625,De 361 a 720 días,1,6,0,
145630,De más de 720 días,1,6,0,
1457,Cartera de crédito productivo refinanciada vencida,1,4,0,
145705,De 1 a 30 días,,,0,
145710,De 31 a 90 días,1,6,0,
145715,De 91 a 180 días,1,6,0,
145720,De 181 a 360 días,1,6,0,
145725,De más de 360 días,1,6,0,
1458,Cartera de crédito de consumo refinanciada vencida,1,4,8582.95,
145805,De 1 a 30 días,,,0,
145810,De 31 a 90 días,1,6,1014.06,
145815,De 91 a 180 días,1,6,2339.46,
145820,De 181 a 270 días,1,6,1294.45,
145825,De más de 270 días,1,6,3934.98,
1459,Cartera de crédito inmobiliario refinanciada vencida,1,4,0,
145905,De 1 a 30 días,,,0,
145910,De 31 a 90 días,1,6,0,
145915,De 91 a 270 días,1,6,0,
145920,De 271 a 360 días,1,6,0,
145925,De 361 a 720 días,1,6,0,
145930,De más de 720 días,1,6,0,
1460,Cartera de microcrédito refinanciada vencida,1,4,3754.42,
146005,De 1 a 30 días,,,0,
146010,De 31 a 90 días,1,6,755.73,
146015,De 91 a 180 días,1,6,816.52,
146020,De 181 a 360 días,1,6,1321.57,
146025,De más de 360 días,1,6,860.6,
1464,Cartera de crédito de vivienda de interés social y público refinanciada vencida,1,4,0,
146405,De 1 a 30 días,,,0,
146410,De 31 a 90 días,1,6,0,
146415,De 91 a 270 días,1,6,0,
146420,De 271 a 360 días,1,6,0,
146425,De 361 a 720 días,1,6,0,
146430,De más de 720 días,1,6,0,
1465,Cartera de crédito productivo reestructurada vencida,1,4,1,
146505,De 1 a 30 días,,,0,
146510,De 31 a 90 días,1,6,0,
146515,De 91 a 180 días,1,6,0,
146520,De 181 a 360 días,1,6,0,
146525,De más de 360 días,1,6,1,
1466,Cartera de crédito de consumo reestructurada vencida,1,4,3,
146605,De 1 a 30 días,,,0,
146610,De 31 a 90 días,1,6,0,
146615,De 91 a 180 días,1,6,0,
146620,De 181 a 270 días,1,6,0,
146625,De más de 270 días,1,6,3,
1467,Cartera de crédito inmobiliario reestructurada vencida,1,4,0,
146705,De 1 a 30 días,,,0,
146710,De 31 a 90 días,1,6,0,
146715,De 91 a 270 días,1,6,0,
146720,De 271 a 360 días,1,6,0,
146725,De 361 a 720 días,1,6,0,
146730,De más de 720 días,1,6,0,
1468,Cartera de microcrédito reestructurada vencida,1,4,135.97,
146805,De 1 a 30 días,,,0,
146810,De 31 a 90 días,1,6,64.67,
146815,De 91 a 180 días,1,6,70.3,
146820,De 181 a 360 días,1,6,0,
146825,De más de 360 días,1,6,1,
1472,Cartera de crédito de vivienda de interés social y público reestructurada vencida,1,4,0,
147205,De 1 a 30 días,,,0,
147210,De 31 a 90 días,1,6,0,
147215,De 91 a 270 días,1,6,0,
147220,De 271 a 360 días,1,6,0,
147225,De 361 a 720 días,1,6,0,
147230,De más de 720 días,1,6,0,
1473,Cartera de crédito educativo por vencer,1,4,0,
147305,De 1 a 30 días,,,0,
147310,De 31 a 90 días,1,6,0,
147315,De 91 a 180 días,1,6,0,
147320,De 181 a 360 días,1,6,0,
147325,De más de 360 días,1,6,0,
1475,Cartera de crédito educativo refinanciada por vencer,1,4,0,
147505,De 1 a 30 días,,,0,
147510,De 31 a 90 días,1,6,0,
147515,De 91 a 180 días,1,6,0,
147520,De 181 a 360 días,1,6,0,
147525,De más de 360 días,1,6,0,
1477,Cartera de crédito educativo reestructurada por vencer,1,4,0,
147705,De 1 a 30 días,,,0,
147710,De 31 a 90 días,1,6,0,
147715,De 91 a 180 días,1,6,0,
147720,De 181 a 360 días,1,6,0,
147725,De más de 360 días,1,6,0,
1479,Cartera de crédito educativo que no devenga intereses,1,4,0,
147905,De 1 a 30 días,,,0,
147910,De 31 a 90 días,1,6,0,
147915,De 91 a 180 días,1,6,0,
147920,De 181 a 360 días,1,6,0,
147925,De más de 360 días,1,6,0,
1481,Cartera de crédito educativo refinanciada que no devenga intereses,1,4,0,
148105,De 1 a 30 días,,,0,
148110,De 31 a 90 días,1,6,0,
148115,De 91 a 180 días,1,6,0,
148120,De 181 a 360 días,1,6,0,
148125,De más de 360 días,1,6,0,
1483,Cartera de crédito educativo reestructurada que no devenga intereses,1,4,0,
148305,De 1 a 30 días,,,0,
148310,De 31 a 90 días,1,6,0,
148315,De 91 a 180 días,1,6,0,
148320,De 181 a 360 días,1,6,0,
148325,De más de 360 días,1,6,0,
1485,Cartera de crédito educativo vencida,1,4,0,
148505,De 1 a 30 días,,,0,
148510,De 31 a 90 días,1,6,0,
148515,De 91 a 180 días,1,6,0,
148520,De 181 a 360 días,1,6,0,
148525,De más de 360 días,1,6,0,
1487,Cartera de crédito educativo refinanciada vencida,1,4,0,
148705,De 1 a 30 días,,,0,
148710,De 31 a 90 días,1,6,0,
148715,De 91 a 180 días,1,6,0,
148720,De 181 a 360 días,1,6,0,
148725,De más de 360 días,1,6,0,
1489,Cartera de crédito educativo reestructurada vencida,1,4,0,
148905,De 1 a 30 días,,,0,
148910,De 31 a 90 días,1,6,0,
148915,De 91 a 180 días,1,6,0,
148920,De 181 a 360 días,1,6,0,
148925,De más de 360 días,1,6,0,
1499,(Provisiones para créditos incobrables),1,4,-4113156.38,
149905,(Cartera de crédito productivo),1,6,-324.3,
149910,(Cartera de crédito de consumo),1,6,-980473.29,
149915,(Cartera de crédito inmobiliario),1,6,-78757.5,
149920,(Cartera de microcréditos),1,6,-1459305.26,
149940,(Cartera de crédito de vivienda de interés social y público ),1,6,0,
149945,(Cartera de créditos refinanciada),1,6,0,
149950,(Cartera de créditos reestructurada),1,6,-61785.92,
149955,(Cartera de créditos educativo),1,6,0,
149980,(Provisión genérica por tecnología crediticia),1,6,-377845.73,
149985,(Provisión anticíclica),1,6,0,
149987,(Provisiones no reversadas por requerimiento normativo),1,6,0,
149989,(Provisión genérica voluntaria),1,6,-1154664.38,
15,DEUDORES POR ACEPTACIÓN,1,2,0,
1501,Dentro del plazo,1,4,0,
150105,Dentro del plazo,1,6,0,
1502,Después del plazo,1,4,0,
150205,Después del plazo,1,6,0,
16,CUENTAS POR COBRAR,1,2,2124377.39,
1601,Intereses por cobrar de operaciones interfinancieras,1,4,0,
160105,Interfinancieras vendidas,1,6,0,
160110,Operaciones de reporto con instituciones financieras,1,6,0,
1602,Intereses por cobrar inversiones,1,4,110296.97,
160205,A valor razonable con cambios en el estado de resultados,1,6,0,
160210,Disponibles para la venta,1,6,0,
160215,Mantenidas hasta el vencimiento,1,6,110296.97,
160220,De disponibilidad restringida,1,6,0,
1603,Intereses por cobrar de cartera de créditos,1,4,1742027.26,
160305,Cartera de crédito productivo,1,6,321.5,
160310,Cartera de crédito de consumo,1,6,670463.35,
160315,Cartera de crédito inmobiliario,1,6,117374.56,
160320,Cartera de microcrédito,1,6,604801.11,
160340,Cartera de crédito de vivienda de interés social y público,1,6,0,
160341,Cartera de crédito educativo,1,6,0,
160345,Cartera de créditos refinanciada,1,6,4687.89,
160350,Cartera de créditos reestructurada,1,6,344378.85,
1604,Otros intereses por cobrar,1,4,0,
1605,Comisiones por cobrar,1,4,0,
160505,CARTERA DE CRÉDITOS,1,6,0,
160510,DEUDORES POR ACEPTACIÓN,1,6,0,
160515,Operaciones contingentes,1,6,0,
160590,Otras,1,6,0,
1606,Rendimientos por cobrar de fideicomisos mercantiles,1,4,0,
1609,Garantías pagadas pendientes de recuperación,1,4,0,
160905,Créditos productivos,1,6,0,
160910,Microcréditos,1,6,0,
160990,Contingentes,1,6,0,
1611,Anticipo para adquisición de acciones,1,4,0,
1612,Inversiones vencidas,1,4,0,
1614,Pagos por cuenta de socios,1,4,236343.16,
161405,Intereses,1,6,0,
161410,Comisiones,1,6,0,
161415,Gastos por operaciones contingentes,1,6,0,
161420,Seguros,1,6,0,
161425,Impuestos,1,6,5332.52,
161430,Gastos judiciales,1,6,46508.3,
161490,Otros,1,6,184502.34,
1615,Intereses reestructurados por cobrar,1,4,0,
161505,Intereses de cartera de crédito productivo,1,6,0,
161510,Intereses de cartera de crédito de consumo,1,6,0,
161515,Intereses de cartera de crédito inmobiliario,1,6,0,
161520,Intereses de cartera de microcrédito,1,6,0,
161540,Intereses de cartera de crédito de vivienda de interés social y público,1,6,0,
161545,Intereses de cartera de crédito educativo,1,6,0,
1617,Subsidios por cobrar,1,4,0,
1619,Cuentas por cobrar por cartera de vivienda vendida al fideicomiso de titularización,1,4,0,
1690,Cuentas por cobrar varias,1,4,251412.01,
169005,Anticipos al personal,1,6,49951.11,
169010,Préstamos de fondo de reserva,1,6,0,
169015,Cheques protestados y rechazados,1,6,0,
169020,Arrendamientos,1,6,0,
169025,Establecimientos afiliados,1,6,0,
169030,Por venta de bienes y acciones,1,6,0,
169035,Juicios ejecutivos en proceso,1,6,0,
169040,Emisión y renovación de tarjetas de crédito,1,6,0,
169090,Otras,1,6,201460.9,
1699,(Provisión para cuentas por cobrar),1,4,-215702.01,
169905,(Provisión para intereses y comisiones por cobrar),1,6,-51791.12,
169910,(Provisión para otras cuentas por cobrar),1,6,-163910.89,
169915,(Provisiones para garantías pagadas),1,6,0,
17,"BIENES REALIZABLES, ADJUDICADOS POR PAGO, DE ARRENDAMIENTO MERCANTIL Y NO UTILIZADOS POR LA INSTITUCIÓN",1,2,611599.52,
1702,Bienes adjudicados por pago,1,4,0,
170205,Terrenos,1,6,0,
170210,Edificios y otros locales,1,6,0,
170215,"Mobiliario, maquinaria y equipo",1,6,0,
170220,Unidades de transporte,1,6,0,
170225,Derechos fiduciarios,1,6,0,
170230,Otros títulos valores,1,6,0,
170235,Mercaderías,1,6,0,
170250,CARTERA DE CRÉDITOS,1,6,0,
170290,Otros,1,6,0,
1705,Bienes arrendados,1,4,0,
170505,Inmuebles,1,6,0,
170510,"Muebles, enseres y equipos de oficina",1,6,0,
170515,Equipos de computación,1,6,0,
170520,Unidades de transporte,1,6,0,
170590,Otros,1,6,0,
170599,(Depreciación de bienes arrendados),1,6,0,
1706,Bienes no utilizados por la institución,1,4,611599.52,
170605,Terrenos,1,6,611599.52,
170610,Edificios,1,6,0,
170615,Otros locales,1,6,0,
170620,Remodelaciones en curso,1,6,0,
170690,Otros,1,6,0,
170699,(Depreciación de bienes no utilizados por la institución),1,6,0,
1799,"(Provisión para bienes realizables, adjudicados por pago y recuperados)",1,4,0,
179910,(Provisión para bienes adjudicados),1,6,0,
179915,(Provisión por deterioro para bienes no utilizados por la institución),1,6,0,
18,PROPIEDADES Y EQUIPO,1,2,3448371.02,
1801,Terrenos,1,4,1383400.74,
1802,Edificios,1,4,743657.76,
1803,Construcciones y remodelaciones en curso,1,4,403888.64,
1804,Otros locales,1,4,0,
1805,"Muebles, enseres y equipos de oficina",1,4,528428.6,
1806,Equipos de computación,1,4,827715.99,
1807,Unidades de transporte,1,4,86275.4,
1808,Equipos de construcción,1,4,0,
1890,Otros,1,4,1285207.75,
1899,(Depreciación acumulada),1,4,-1810203.86,
189905,(Edificios),1,6,-60086.4,
189910,(Otros locales),1,6,0,
189915,"(Muebles, enseres y equipos de oficina)",1,6,-295740.87,
189920,(Equipos de computación),1,6,-714812.96,
189925,(Unidades de transporte),1,6,-71419.82,
189930,(Equipos de construcción),1,6,0,
189940,(Otros),1,6,-668143.81,
19,OTROS ACTIVOS,1,2,7600308.53,
1901,Inversiones en acciones y participaciones,1,4,184213.18,
190105,En subsidiarias y afiliadas,1,6,0,
190110,En otras instituciones financieras,1,6,0,
190115,En compañías,1,6,0,
190120,En compañías de servicios auxiliares del sistema financiero,1,6,0,
190125,En otros organismos de integración cooperativa,1,6,184213.18,
190130,Inversiones no financieras,1,6,0,
1902,Derechos fiduciarios,1,4,5928950.39,
190205,INVERSIONES,1,6,0,
190210,Cartera de créditos por vencer,1,6,3412003.61,
190215,Cartera de créditos refinanciada por vencer,1,6,0,
190220,Cartera de créditos reestructurada por vencer,1,6,0,
190221,Cartera de créditos que no devenga intereses,1,6,0,
190225,Cartera de créditos refinanciada que no devenga intereses,1,6,0,
190226,Cartera de créditos reestructurada que no devenga intereses,1,6,0,
190230,Cartera de créditos vencida,1,6,0,
190231,Cartera de créditos refinanciada vencida,1,6,0,
190235,Cartera de créditos reestructurada vencida,1,6,0,
190240,DEUDORES POR ACEPTACIÓN,1,6,0,
190245,CUENTAS POR COBRAR,1,6,0,
190255,Bienes adjudicados por pago,1,6,0,
190265,Bienes no utilizados por la institución,1,6,0,
190270,PROPIEDADES Y EQUIPO,1,6,0,
190275,OTROS ACTIVOS,1,6,0,
190280,Inversiones en acciones y participaciones,1,6,0,
190285,FONDOS DISPONIBLES,1,6,5000,
190286,Fondos de liquidez,1,6,2511946.78,
1904,Gastos y pagos anticipados,1,4,433362.53,
190405,Intereses,1,6,0,
190410,Anticipos a terceros,1,6,172402.46,
190490,Otros,1,6,260960.07,
190499,(Amortización de gastos anticipados),1,6,0,
1905,Gastos diferidos,1,4,991175.97,
190505,Gastos de constitución y organización,1,6,0,
190510,Gastos de instalación,1,6,577.5,
